doc,sdg,score_a,score_b,score_c,score_a_norm,score_b_norm,score_c_norm,sc,sc_rank,rank_a,rank_b,rank_c,rc,rc_rank,fuzz,rc2,rc_rank2
2002wess_part2,8,0.04281566383458286,0.02146667164618032,0.0917,0.28404479345078776,0.031080483570049715,0.28017109685304004,0.05199411182692106,6,11,8,4,7.666666666666667,6,221,201.00006415154616,6
2002wess_part2,9,0.07764360715510857,0.014006032534006535,0.18989999999999999,0.5496980082904913,0.019476527872140794,0.5802016498625114,0.09384987989637168,2,5,12,2,6.333333333333333,5,23,173.0000009336568,5
2002wess_part2,10,0.06581462192345629,0.010858142053591207,0.0196,0.4594713783066347,0.014580435040495212,0.05988389856400856,0.032090921325682496,11,8,14,9,10.333333333333334,12,405,341.0000541086359,11
2002wess_part2,11,0.010870785789989791,0.03834438740789872,0.0098,0.040382413731481416,0.05733135337305452,0.02994194928200428,0.01967172439929617,12,16,4,11,10.333333333333334,12,704,393.00049970313285,13
2002wess_part2,12,0.08303687250246863,0.017396601795951684,0.0,0.5908356162400654,0.02475007279433174,0.0,0.033477824766140106,10,4,10,15,9.666666666666666,9,6,341.00000013446584,10
2002wess_part2,13,0.04872314546427558,0.004702990335390647,0.0,0.3291046315265399,0.005006978024545727,0.0,0.017808711933222077,14,10,15,15,13.333333333333334,15,-999,549.9997693633118,15
2002wess_part2,14,0.012518480132989245,0.0014838074070680192,0.0,0.05295034791187938,0.0,0.0,0.004667429180019088,17,15,17,15,15.666666666666666,17,-843,738.9994856609172,17
2002wess_part2,15,0.013240181729105228,0.0021272528620956467,0.0,0.0584551906009441,0.0010007872572174235,0.0,0.005122478197066958,16,14,16,15,15.0,16,909,677.0004708307666,16
2002wess_part2,16,0.07398184660444318,0.017764086807982547,0.0147,0.5217676061618026,0.02532164310287186,0.044912923923006415,0.03548197780414191,9,6,9,10,8.333333333333334,7,-806,216.99994786689678,7
2002wess_part2,17,0.13667956594763384,0.030143478137792088,0.0262,1.0,0.0445760134588631,0.0800488848151543,0.06434101469514197,5,1,6,8,5.0,3,980,101.00000006321328,3
2003_World_Public_Sector_Report,1,0.08225921510056497,0.03105081182825588,0.087,0.4630540270737557,0.08440188176676486,0.3334610962054427,0.06677000897627361,6,5,9,5,6.333333333333333,5,666,131.0000269156871,5
2003_World_Public_Sector_Report,2,0.019565941898677924,0.07179347174664709,0.013000000000000001,0.11013878489511196,0.20032266738370538,0.04982752012265236,0.03478647121510834,12,14,4,11,9.666666666666666,9,-869,332.99955048643983,10
