doc,sdg,score_a,score_b,score_c,score_a_norm,score_b_norm,score_c_norm,sc,sc_rank,rank_a,rank_b,rank_c,rc,rc_rank,fuzz,rc2,rc_rank2
PN_TradePolicyNote,5,0.0014332416109816453,0.01993031317487565,0.0097,0.0026219652360609967,0.03571775806611529,0.04773622047244095,0.010354518261952432,17,16,13,15,14.666666666666666,17,-987,649.9992990175797,17
PN_TradePolicyNote,6,0.02438120845395008,0.03894326969285281,0.04190000000000001,0.08131033211044288,0.10924540910782156,0.20620078740157485,0.0350748260489343,8,12,7,6,8.333333333333334,7,-586,228.99979025791504,7
PN_TradePolicyNote,7,0.024085346074602866,0.02759468008251157,0.0323,0.08029582273757724,0.06535769833039841,0.15895669291338585,0.027993342052371483,11,13,10,8,10.333333333333334,10,711,333.0003083657448,9
PN_TradePolicyNote,8,0.07268649067032049,0.06378587980466885,0.0935,0.2469486997716288,0.20531772513819094,0.46013779527559057,0.07665745682499644,4,4,5,5,4.666666666666667,3,-291,65.99999353370609,3
PN_TradePolicyNote,9,0.05381995394206865,0.013198098999249503,0.0161,0.18225551915652016,0.009682675401542277,0.07923228346456693,0.027706017647106052,12,6,15,12,11.0,12,-940,404.99993879415797,12
PN_TradePolicyNote,10,0.11909419502986336,0.08062381328128983,0.0194,0.4060802904450093,0.2704340417805734,0.0954724409448819,0.07303933610371773,5,3,4,11,6.0,5,432,146.00000428098767,5
PN_TradePolicyNote,11,0.000668595276452971,0.02716635267736748,0.0226,0.0,0.06370125379231428,0.11122047244094488,0.016811649317940148,15,17,11,10,12.666666666666666,13,-301,509.99975345437576,13
PN_TradePolicyNote,12,0.04127585446496599,0.038203465937289474,0.0097,0.13924191762408422,0.10638441101281344,0.04773622047244095,0.029726440134085156,10,8,8,15,10.333333333333334,10,956,353.00012735590633,11
PN_TradePolicyNote,13,0.058116470065307374,0.011009038655864722,0.0,0.19698823335732962,0.0012170553973390385,0.0,0.0230418362403907,13,5,16,17,12.666666666666666,13,298,570.0000122018305,15
PN_TradePolicyNote,14,0.050985130025142565,0.026100276496273677,0.0355,0.17253493406391518,0.05957848217848219,0.1747047244094488,0.03752846884047208,7,7,12,7,8.666666666666666,8,948,242.00009073072115,8
PN_TradePolicyNote,15,0.02591271759285261,0.0176102885974291,0.0129,0.08656186283724264,0.026745668040170128,0.06348425196850394,0.018807668730093905,14,11,14,14,13.0,15,-945,512.9997253241695,14
PN_TradePolicyNote,16,0.008476976510951346,0.05777374128445766,0.0258,0.026774867310892785,0.18206734728609242,0.12696850393700787,0.03068357259846967,9,15,6,9,10.0,9,-393,341.99976051543854,10
PN_TradePolicyNote,17,0.29229959175656256,0.26927673016495707,0.1968,1.0,1.0,0.9685039370078741,0.2527921073071732,1,1,1,2,1.3333333333333333,1,917,6.0,1
UNTT_MonitoringReport_WEB-out,1,0.03107299771644999,0.030052022221192343,0.094,0.0834759770316571,0.07050937752450813,0.4583130180399805,0.05170833997921411,7,10,10,5,8.333333333333334,8,141,225.0000324989216,8
UNTT_MonitoringReport_WEB-out,2,0.015964930913125463,0.07063942878795057,0.029900000000000003,0.04288507817235365,0.21032291871356515,0.14578254509995126,0.038834786567025346,10,14,4,9,9.0,9,599,293.00030984941776,9
UNTT_MonitoringReport_WEB-out,3,0.034964465852507697,0.29988006229199693,0.15380000000000002,0.0939311988400596,1.0,0.7498781082398831,0.16288150938150156,2,8,1,2,3.6666666666666665,3,-442,68.99994117678472,3
UNTT_MonitoringReport_WEB-out,4,0.04003695885592554,0.02589795478040073,0.0171,0.10755948451992901,0.05619964629593242,0.08337396392003901,0.027678304545442095,12,7,12,13,10.666666666666666,12,32,362.0000030626377,12
UNTT_MonitoringReport_WEB-out,5,0.07002693077943983,0.06688403519828158,0.0726,0.18813365280947136,0.19738651994497927,0.3539736713798147,0.06983698865924047,4,5,5,7,5.666666666666667,4,-324,98.99998695051987,4
UNTT_MonitoringReport_WEB-out,6,2.9629818532945913e-06,0.032553082660826786,0.0085,0.0,0.07912490993646437,0.04144319843978547,0.013685348547560027,15,17,8,14,13.0,14,359,549.0002939966444,14
UNTT_MonitoringReport_WEB-out,7,0.003923492858078134,0.014888471801067374,0.021400000000000002,0.010533302093005154,0.018274710159166818,0.10433934666016578,0.01340398821971517,16,16,15,11,14.0,15,-464,601.9996703783127,15
UNTT_MonitoringReport_WEB-out,8,0.016235587815771134,0.05961093115753028,0.0983,0.043612253071953995,0.17233248182354088,0.47927840078010725,0.05804883965776714,6,13,6,4,7.666666666666667,6,-929,220.9995972409421,7
UNTT_MonitoringReport_WEB-out,9,0.013296171336131823,0.025555691060835956,0.0,0.035714911963814724,0.05502063273727647,0.0,0.01295062079898926,17,15,13,16,14.666666666666666,17,100,650.0000609744853,17
UNTT_MonitoringReport_WEB-out,10,0.08702146473088564,0.02789449314452855,0.0812,0.23379292992044756,0.06307722538809202,0.3959044368600682,0.06537198595847139,5,3,11,6,6.666666666666667,5,-623,165.99999365932243,5
UNTT_MonitoringReport_WEB-out,11,0.024781913957690464,0.031318248849063667,0.0,0.06657369907038793,0.07487121396013699,0.0,0.018700054268918045,13,11,9,16,12.0,13,822,458.0002386459903,13
UNTT_MonitoringReport_WEB-out,12,0.0537681264611414,0.047118305393416285,0.021400000000000002,0.14445106322017764,0.12929848693259968,0.10433934666016578,0.04076214395151923,9,6,7,11,8.0,7,-817,205.99994722290842,6
UNTT_MonitoringReport_WEB-out,13,0.0950510852430683,0.010534116702160057,0.029900000000000003,0.2553661409957967,0.0032750376629331144,0.14578254509995126,0.04516173398174279,8,2,16,9,9.0,9,-797,340.99999722455055,10
UNTT_MonitoringReport_WEB-out,14,0.02348149237054674,0.009583384147813484,0.0085,0.06307985159106712,0.0,0.04144319843978547,0.013854958839453408,14,12,17,14,14.333333333333334,16,641,629.0002298918562,16
UNTT_MonitoringReport_WEB-out,15,0.031515010946374,0.02115189786910261,0.0513,0.08466353560840177,0.039850658282570214,0.250121891760117,0.03465563627182554,11,9,14,8,10.333333333333334,11,97,341.0000173137692,11
UNTT_MonitoringReport_WEB-out,16,0.08665013685944421,0.13677238526829835,0.2051,0.23279528195730761,0.43813453854719314,1.0,0.14284084070924752,3,4,2,1,2.3333333333333335,1,-924,20.99997950247542,2
UNTT_MonitoringReport_WEB-out,17,0.3722062703215664,0.08966548866553425,0.10679999999999999,1.0,0.27586297242418284,0.5207215992198927,0.18955725299570023,1,1,3,3,2.3333333333333335,1,990,19.000000009788636,1
WP142_2015,1,0.020017538899308195,0.07142778055321303,0.09759999999999999,0.047600811122380945,0.30566567388997296,0.19055056618508395,0.06301510648417374,5,12,7,3,7.333333333333333,5,859,202.00030745524631,6
WP142_2015,2,0.03457775745325223,0.08449798824082719,0.0,0.0822298289019764,0.36404094348019583,0.0,0.03969191523135981,7,7,4,11,7.333333333333333,5,757,186.0000721964891,5
WP142_2015,3,3.1734965592284093e-06,0.02182200403860985,0.0,2.7328419606788836e-08,0.08411214953271029,0.0,0.007275059178389693,14,16,12,11,13.0,14,978,521.0006945183889,14
WP142_2015,4,0.026305216833584163,0.016889633262759683,0.0,0.06255498987812722,0.06208277703604809,0.0,0.014398283365447948,11,8,13,11,10.666666666666666,11,975,354.0001301799233,11
WP142_2015,5,0.020740119202495414,0.005380768119109278,0.0,0.049319346189251746,0.010680907877169557,0.0,0.008706962440534897,12,11,16,11,12.666666666666666,13,724,498.00021057928245,13
WP142_2015,6,6.726887185045695e-06,0.01046260467604582,0.0,8.478467164769585e-06,0.03337783711615488,0.0,0.003489777187743622,16,15,14,11,13.333333333333334,15,197,542.0001201362566,15
WP142_2015,7,0.012854160485084323,0.0029893156217273772,0.0,0.030563926851098162,0.0,0.0,0.0052811587022705666,15,13,17,11,13.666666666666666,16,-590,578.9997437660019,16
WP142_2015,8,0.13096714368047055,0.1282416401721044,0.3171,0.3114756851410288,0.5594125500667554,0.6190941038656774,0.1921029279508583,2,2,2,2,2.0,1,723,12.00000200658673,1
WP142_2015,9,0.0894412503478715,0.04035576089331959,0.0,0.21271336964414808,0.1668891855807744,0.0,0.04326567041373036,6,3,10,11,8.0,7,-293,229.9999970354941,8
WP142_2015,10,0.4204660999563337,0.07609943482740268,0.5122,1.0,0.32653061224489816,1.0,0.33625517826124546,1,1,5,1,2.3333333333333335,2,162,27.00000000651823,2
WP142_2015,11,0.08222135105116886,0.10746251502234157,0.048799999999999996,0.19554206001125246,0.4666070597901274,0.09527528309254198,0.07949462202450347,4,4,3,4,3.6666666666666665,3,945,41.00002097012817,3
WP142_2015,12,0.026184229092414527,0.058590586185856594,0.0,0.062267240994100914,0.24833110814419232,0.0,0.028258271759423706,10,9,8,11,9.333333333333334,10,376,266.0000669687391,10
WP142_2015,13,0.060376590271204664,0.043368071250598696,0.0,0.14358799032213496,0.18034302146451672,0.0,0.034581553840601124,8,5,9,11,8.333333333333334,8,-855,226.99996544611952,7
WP142_2015,14,3.1620059716309986e-06,0.005978631243454755,0.0,0.0,0.013351134846461957,0.0,0.001993931083142129,17,17,15,11,14.333333333333334,17,934,635.0007653280537,17
WP142_2015,15,9.486780011128069e-06,0.024811319660337228,0.0,1.504240556927218e-05,0.09746328437917223,0.0,0.008273602146782785,13,14,11,11,12.0,12,-458,437.9997629643583,12
WP142_2015,16,0.021014894166952586,0.07473289054318445,0.0,0.04997285197931406,0.32042723631508696,0.0,0.03191592823671235,9,10,6,11,9.0,9,-483,256.99988875404676,9
WP142_2015,17,0.05481109939013229,0.2268890556891079,0.024399999999999998,0.1303514113546698,1.0,0.04763764154627099,0.10203338502641339,3,6,1,5,4.0,4,-310,61.99998000396988,4
WP143_2015,1,0.06865241338004623,0.07236452685697584,0.1765,0.141552531437172,0.23539806011716116,0.7501062473438164,0.10583898007900734,5,5,6,4,5.0,4,833,77.00003357029827,4
WP143_2015,2,0.0019418183761786463,0.074838477310066,0.0,0.003992747214696373,0.24344569288389512,0.0,0.02559343189541488,10,12,5,11,9.333333333333334,10,-613,289.9997806278226,9
WP143_2015,3,5.527250785445225e-06,0.0,0.0,4.12676793946444e-08,0.0,0.0,1.8424169284817417e-06,16,16,13,11,13.333333333333334,16,788,546.0005596509681,16
WP143_2015,4,0.10409751746887952,0.0,0.0,0.21464168421598348,0.0,0.0,0.034699172489626506,7,2,13,11,8.666666666666666,8,784,294.00000251355567,10
WP143_2015,5,1.13048392087265e-05,0.0,0.0,1.195487475765213e-05,0.0,0.0,3.7682797362421665e-06,15,14,13,11,12.666666666666666,15,928,486.00048041571347,15
WP143_2015,6,1.1716159694272779e-05,0.0,0.0,1.2803033243343192e-05,0.0,0.0,3.905386564757593e-06,14,13,13,11,12.333333333333334,14,-240,458.9998958616517,14
WP143_2015,7,0.00999580076640804,0.0,0.0,0.02060036523500248,0.0,0.0,0.0033319335888026803,12,10,13,11,11.333333333333334,12,208,390.0000479839444,12
WP143_2015,8,1.0813900181362742e-05,0.216743743901845,0.2353,1.0942539810457682e-05,0.7050561797752809,1.0,0.15068485260067546,2,15,2,2,6.333333333333333,5,675,233.0004112873716,6
WP143_2015,9,0.009493261406119263,0.0,0.0,0.019564109960100235,0.0,0.0,0.0031644204687064207,13,11,13,11,11.666666666666666,13,711,411.00020660170594,13
WP143_2015,10,0.48496261429437226,0.04835716995419648,0.2353,1.0,0.1573033707865168,1.0,0.2562065947495229,1,1,8,2,3.6666666666666665,2,320,69.00000004258696,3
WP143_2015,11,0.03244912028444098,0.05071893649652598,0.0,0.0668999640888254,0.16498607509843458,0.0,0.027722685593655653,9,8,7,11,8.666666666666666,8,-330,233.99995605074434,7
WP143_2015,12,0.04599209488142343,0.30741343756596345,0.0,0.09482609281220686,1.0,0.0,0.11780184414912896,4,7,1,11,6.333333333333333,5,-349,170.99996672300185,5
WP143_2015,13,0.06759358646196834,0.022318693825013763,0.0,0.13936919005981957,0.07260155574762314,0.0,0.0299707600956607,8,6,9,11,8.666666666666666,8,359,238.0000232205999,8
WP143_2015,14,5.5072377310310575e-06,0.0,0.0,0.0,0.0,0.0,1.8357459103436859e-06,17,17,13,11,13.666666666666666,17,179,579.000146642589,17
WP143_2015,15,0.012989582752738206,0.0,0.0,0.026773657558730617,0.0,0.0,0.004329860917579402,11,9,13,11,11.0,11,-812,370.99985513229115,11
WP143_2015,16,0.0709703814666764,0.1312551755899619,0.2353,0.1463322697952686,0.42696629213483134,1.0,0.14584185235221278,3,4,3,2,3.0,1,-861,28.999980893907136,1
WP143_2015,17,0.09081693907314768,0.07598983849945162,0.1176,0.18725662643976923,0.247191011235955,0.49978750531236715,0.09480225919086643,6,3,4,5,4.0,3,-41,49.99999959370266,2
WP144_2015,1,0.2097929318896349,0.1312466055646674,0.2468,1.0,0.5972975517890777,0.5918465227817745,0.19594651248476744,1,1,3,2,2.0,1,851,14.000000008414274,1
WP144_2015,2,2.049245856552401e-06,0.04817947034507998,0.0043,5.9180518088125365e-08,0.21497175141242947,0.010311750599520383,0.01749383986364551,12,15,8,12,11.666666666666666,11,972,433.00059238071634,11
WP144_2015,3,2.0442320725482308e-06,0.2187409328788089,0.0213,3.5281559066320125e-08,1.0,0.051079136690647474,0.08001432570362715,5,16,1,6,7.666666666666667,7,-343,292.99975654464527,10
WP144_2015,4,0.05790703832524538,0.03436800498757962,0.0128,0.27601293887683614,0.15140293405497804,0.03069544364508393,0.03502501443760834,10,8,10,8,8.666666666666666,9,-503,227.99993294283286,8
WP144_2015,5,0.07351437959871804,0.07070413992042311,0.0128,0.3504076892737022,0.3186440677966103,0.03069544364508393,0.05233950650638039,7,6,5,8,6.333333333333333,5,685,125.00004421237725,5
WP144_2015,6,4.333175812683891e-06,0.023844234686705188,0.0043,1.0945877748136054e-05,0.10296610169491528,0.010311750599520383,0.009382855954172624,14,14,11,12,12.333333333333334,12,665,461.0003441679808,12
WP144_2015,7,8.865686364786167e-06,0.001473002915008815,0.0,3.255077414185629e-05,0.0,0.0,0.000493956200457867,17,13,17,15,15.0,16,-630,682.9997263942194,16
WP144_2015,8,0.08543767397255023,0.05155510202530851,0.0809,0.4072418734763161,0.23050847457627124,0.19400479616306954,0.07263092533261958,6,5,7,4,5.333333333333333,4,-195,89.99999213539824,4
WP144_2015,9,0.02041158806155014,0.010311020405061702,0.0043,0.0972852097583036,0.040677966101694926,0.010311750599520383,0.011674202822203947,13,11,15,12,12.666666666666666,14,-168,489.9999511532304,14
WP144_2015,10,0.11605610319694076,0.01095545918037806,0.41700000000000004,0.553189242716216,0.04364406779661019,1.0,0.1813371874591063,2,4,14,1,6.333333333333333,5,-103,212.99999766210973,7
WP144_2015,11,0.12378824292048603,0.13564804417688403,0.0809,0.590045655008843,0.6175556663343305,0.19400479616306954,0.11344542903245669,4,3,2,4,3.0,2,-948,28.99999062401642,2
WP144_2015,12,0.044365959135950976,0.017399846933541623,0.0,0.21146733890946834,0.07330508474576272,0.0,0.0205886020231642,11,10,12,15,12.333333333333334,12,-11,468.9999974632203,13
WP144_2015,13,0.04659038257586269,0.057232300760238296,0.0128,0.22207038933871992,0.25663841807909604,0.03069544364508393,0.03887422777870033,8,9,6,8,7.666666666666667,7,0,181.0,6
WP144_2015,14,2.0368303226926195e-06,0.004787259473778649,0.0,0.0,0.015254237288135604,0.0,0.0015964321013671142,16,17,16,15,16.0,17,955,770.0007826316173,17
WP144_2015,15,0.01371989863114848,0.011747198247195292,0.0,0.06538826099649112,0.047288135593220336,0.0,0.008489032292781258,15,12,13,15,13.333333333333334,15,-496,537.9998223031325,15
WP144_2015,16,0.1455544897738497,0.12861156701670717,0.09359999999999999,0.6937977594422118,0.5851694915254241,0.22446043165467622,0.12258868559685228,3,2,4,3,3.0,2,-200,28.999999441046153,3
WP144_2015,17,0.06284198274763335,0.04319581048263349,0.0085,0.29953609711967955,0.19203389830508483,0.020383693045563547,0.038179264410088946,9,7,9,10,8.666666666666666,9,292,230.00002789405914,9
WP145_2015,1,0.031857966792496195,0.10522258037112488,0.0187,0.09523752906825708,0.8660159578588583,0.04879958246346556,0.05192684905454035,7,8,3,8,6.333333333333333,6,-675,136.99991016151438,5
WP145_2015,2,3.2493738229474507e-06,0.021253848854039272,0.0,2.376870311967583e-08,0.054380664652567995,0.0,0.007085699409287407,16,16,16,14,15.333333333333334,17,-521,707.9996298336769,17
WP145_2015,3,3.2414237478283667e-06,0.04094491470410508,0.0,0.0,0.2447129909365561,0.0,0.01364938537595097,13,17,11,14,14.0,15,83,606.0000679843786,15
WP145_2015,4,0.016875703809782025,0.023910579960794185,0.0,0.05044437232911997,0.08006042296072514,0.0,0.013595427923525402,14,10,15,14,13.0,13,-596,520.9998624028731,13
WP145_2015,5,0.03884136590499931,0.08063960300503138,0.1776,0.11611611672749164,0.6283987915407859,0.46346555323590816,0.09902698963667689,4,7,5,2,4.666666666666667,3,535,78.00005103358734,2
WP145_2015,6,0.00017719866357800073,0.11439571589085845,0.0,0.0005200879145300498,0.954682779456194,0.0,0.03819097151814548,8,13,2,14,9.666666666666666,11,-605,368.99973774527894,12
WP145_2015,7,1.4057819906813935e-05,0.01562783003973476,0.0,3.2338274202037115e-05,0.0,0.0,0.0052139626198805245,17,14,17,14,15.0,16,-801,680.9995850231356,16
WP145_2015,8,6.3417482244188e-06,0.06844989557403824,0.0374,9.269181857395244e-06,0.5105740181268884,0.09759916492693112,0.03528541244075422,10,15,7,7,9.666666666666666,11,-794,322.99951613164416,11
WP145_2015,9,0.039916705137703866,0.049227664625164494,0.009300000000000001,0.11933110760396021,0.32477341389728115,0.024269311064718167,0.03281478992095612,11,6,9,9,8.0,8,437,198.0000282657462,7
WP145_2015,10,0.3344798461865401,0.04469559391364143,0.3832,1.0,0.28096676737160153,1.0,0.2541251467000605,1,1,10,1,4.0,2,-46,101.99999998940808,3
WP145_2015,11,0.01988123488920893,0.07622774637073701,0.0,0.059430146032361186,0.5857541250290498,0.0,0.03203632708664864,12,9,6,14,9.666666666666666,11,628,313.00011180900503,10
WP145_2015,12,0.2549271535212915,0.11908406490277883,0.0467,0.7621576770020534,1.0,0.12186847599164927,0.14023707280802347,2,2,1,5,2.6666666666666665,1,-389,29.99999892146313,1
WP145_2015,13,0.12593927552079298,0.03793956277338685,0.1589,0.37651671986552787,0.21566349058796203,0.41466597077244266,0.10759294609805996,3,3,12,3,6.0,5,565,162.00000578861724,6
WP145_2015,14,0.07324417962949349,0.05547879664105839,0.0467,0.2189717820703408,0.3851963746223566,0.12186847599164927,0.05847432542351729,6,4,8,5,5.666666666666667,4,-712,104.99998411258643,4
WP145_2015,15,0.0502563880562555,0.034224947787019115,0.1121,0.15024413043222182,0.1797583081570997,0.29253653444676414,0.0655271119477582,5,5,13,4,7.333333333333333,7,-45,209.99999816987597,8
WP145_2015,16,0.011301816505209332,0.08673445672052793,0.009300000000000001,0.03377986657534493,0.6873111782477347,0.024269311064718167,0.03577875774191242,9,11,4,9,8.0,8,-439,217.99987261653075,9
WP145_2015,17,0.002274275016946806,0.0259421978659597,0.0,0.006789812982015809,0.09969788519637467,0.0,0.009405490960968835,15,12,14,14,13.333333333333334,14,-45,535.9999838745293,14
WP147_2016,1,1.0702155542007363e-05,0.024294114942093884,0.0,1.7517725059468457e-05,0.11683919944789506,0.0,0.008101605699211964,13,14,11,12,12.333333333333334,14,7,461.00000362281787,14
WP147_2016,2,0.14184598585155708,0.06704917428643456,0.0526,0.45013020360372047,0.322463768115942,0.12491094751840419,0.08716505337933055,4,2,5,6,4.333333333333333,4,927,65.00000260748928,3
WP147_2016,3,5.200966130072391e-06,0.04584742896632603,0.0,5.976201100542828e-08,0.22049689440993783,0.0,0.015284209977485369,11,16,7,12,11.666666666666666,12,-234,448.99983388858726,13
WP147_2016,4,0.013594979631597087,0.005327342098199857,0.0526,0.04312707030700237,0.02562111801242236,0.12491094751840419,0.023840773909932316,9,9,14,6,9.666666666666666,9,-989,312.9998234711622,9
WP147_2016,5,1.0637491967132592e-05,0.0012914768722908742,0.0,1.7312515928094775e-05,0.006211180124223601,0.0,0.0004340381214193356,16,15,15,12,14.0,16,-680,593.999585254369,16
WP147_2016,6,1.1024531382743044e-05,0.0012914768722908742,0.0,1.8540781183126113e-05,0.006211180124223601,0.0,0.00043416713455787245,15,13,15,12,13.333333333333334,15,321,538.0001393415839,15
WP147_2016,7,0.04538973959175893,0.1519099671032141,0.0,0.14402738530343112,0.7305900621118012,0.0,0.06576656889832434,7,8,4,12,8.0,8,-782,223.999895910849,8
WP147_2016,8,0.09229322124179867,0.15691443998334123,0.4211,0.2928750595380548,0.7546583850931676,1.0,0.2234358870750466,1,5,2,1,2.6666666666666665,1,-951,29.99996173300618,2
WP147_2016,9,0.31511579364533415,0.04407164826692608,0.21050000000000002,1.0,0.2119565217391304,0.4998812633578723,0.18989581397075342,2,1,8,2,3.6666666666666665,3,-956,68.99999987277145,4
WP147_2016,10,0.1407681914973403,0.05521063629043488,0.0526,0.4467098352795656,0.265527950310559,0.12491094751840419,0.08285960926259173,5,3,6,6,5.0,5,873,81.0000086881123,5
WP147_2016,11,1.5498687654201013e-05,0.026578006996804245,0.0,3.2739466051293247e-05,0.1278232636928289,0.0,0.008864501894819481,12,12,10,12,11.333333333333334,11,270,388.0000966753728,11
WP147_2016,12,0.07743912532111172,0.15336287858454128,0.0,0.24573575232949516,0.7375776397515525,0.0,0.07693400130188434,6,6,3,12,7.0,6,-522,188.99996632411052,6
WP147_2016,13,0.05230715556111358,0.007748861233745248,0.0,0.16597972748634904,0.03726708074534162,0.0,0.020018672264952943,10,7,13,12,10.666666666666666,10,-940,361.9999099639926,10
WP147_2016,14,5.182134486239353e-06,0.0,0.0,0.0,0.0,0.0,1.7273781620797843e-06,17,17,17,12,15.333333333333334,17,53,722.0000434397282,17
WP147_2016,15,1.554765243965517e-05,0.008233165060854322,0.0,3.289485525008724e-05,0.03959627329192546,0.0,0.002749570904431326,14,11,12,12,11.666666666666666,12,-120,408.9999651396265,12
WP147_2016,16,0.00046095948124984465,0.042941606003671584,0.10529999999999999,0.0014464043104683412,0.2065217391304348,0.25005936832106385,0.04956752182830714,8,10,9,3,7.333333333333333,7,-369,189.99991496897337,7
WP147_2016,17,0.1207110545575367,0.20792777643883079,0.10529999999999999,0.38305873561130477,1.0,0.25005936832106385,0.14464627699878915,3,4,1,3,2.6666666666666665,1,265,26.000005877889176,1
WP148_2016,1,0.08756045193001083,0.030421552415940405,0.0323,0.2522930795447777,0.0815262877577417,0.1112642094385119,0.050094001448650415,6,3,7,9,6.333333333333333,4,-340,138.99999660582816,5
WP148_2016,2,2.593641128714608e-06,0.08674126564598025,0.0,1.8284858997353286e-08,0.24124629080118698,0.0,0.028914619762369656,10,16,4,13,11.0,13,-91,440.99993540776285,14
WP148_2016,3,2.587295400913267e-06,0.3542894155335212,0.0968,0.0,1.0,0.3334481570788839,0.15036400094297406,2,17,1,3,7.0,7,797,299.0006525832661,7
WP148_2016,4,0.013923323636730623,0.006382650427508801,0.0,0.040111821545002674,0.01335311572700297,0.0,0.0067686580214131415,17,14,15,13,14.0,16,-541,589.9997198354795,16
WP148_2016,5,0.03435663080831685,0.026158403391429507,0.0,0.09898925092404373,0.06943620178041544,0.0,0.020171678066582117,13,9,8,13,10.0,9,-620,313.99988957294465,8
WP148_2016,6,0.03675869797573336,0.0339187297308869,0.0645,0.10591067283708297,0.09144411473788322,0.22218394764037203,0.045059142568873424,7,8,6,6,6.666666666666667,5,-840,135.99988815513754,4
WP148_2016,7,0.0314168646477873,0.0016741378170514888,0.0645,0.09051847949903624,0.0,0.22218394764037203,0.032530334154946265,9,10,17,6,11.0,13,191,425.0000441357755,13
WP148_2016,8,5.061965756800964e-06,0.012556033627886164,0.0645,7.130623931391399e-06,0.030860534124629087,0.22218394764037203,0.025687031864547655,11,15,12,6,11.0,13,448,405.0002731319322,12
WP148_2016,9,0.06924907389699442,0.025530601710035194,0.0968,0.19952987004969172,0.06765578635014836,0.3334481570788839,0.06385989186900987,4,5,9,3,5.666666666666667,3,17,115.00000068703673,3
WP148_2016,10,0.0828975839080045,0.022391593303063662,0.0645,0.23885728668148498,0.05875370919881308,0.22218394764037203,0.05659639240368939,5,4,10,6,6.666666666666667,5,-410,151.9999908115056,6
WP148_2016,11,0.025521963180531678,0.0372883897611259,0.0,0.07353265131565827,0.10100030882017272,0.0,0.020936784313885858,12,12,5,13,10.0,9,-734,337.99973732601313,9
WP148_2016,12,0.04359886620233722,0.014439438672069087,0.0,0.1256202342076795,0.03620178041543027,0.0,0.019346101624802103,14,7,11,13,10.333333333333334,11,-749,338.9999283658848,10
WP148_2016,13,0.11615922298230624,0.010785310936774017,0.0,0.3346988354422051,0.025838849577722,0.0,0.04231484463969342,8,2,13,13,9.333333333333334,8,-822,341.99999736461507,11
WP148_2016,14,0.0267404275719477,0.010044826902308934,0.0,0.07704358816763454,0.023738872403560842,0.0,0.012261751491418879,15,11,14,13,12.666666666666666,15,167,486.0000485406612,15
WP148_2016,15,0.023754570358869874,0.005231680678285901,0.0,0.06844000795799769,0.010089020771513352,0.0,0.009662083679051926,16,13,16,13,14.0,16,170,594.0000738116742,17
WP148_2016,16,0.06100127087836999,0.09668145893472349,0.2903,0.17576428792030588,0.26943620178041555,1.0,0.1493275766043645,3,6,3,1,3.3333333333333335,2,-527,45.99996600154468,2
WP148_2016,17,0.3470508091197728,0.22546451051140923,0.22579999999999997,1.0,0.6346587537091989,0.7778160523596279,0.2661051065437274,1,1,2,2,1.6666666666666667,1,-700,8.999999998059188,1
policybrief1,1,0.09106640849919383,0.05524861878453039,0.0,0.28926084755415926,0.202020202020202,0.0,0.04877167576124141,6,6,7,10,7.666666666666667,7,763,185.00004928883448,7
policybrief1,2,0.09374218951941225,0.06629834254143646,0.0,0.297763001970742,0.24242424242424235,0.0,0.05334684402028291,5,5,5,10,6.666666666666667,5,111,150.0000044706568,5
policybrief1,3,0.0016559750172141852,0.0,0.0,0.0051638657109509935,0.0,0.0,0.0005519916724047284,12,9,14,10,11.0,11,-680,376.9998786252271,11
policybrief1,4,0.00012643879196127205,0.0,0.0,0.0003038442538155073,0.0,0.0,4.2146263987090684e-05,13,11,14,10,11.666666666666666,12,356,417.0001034759238,12
policybrief1,5,6.325168685074678e-05,0.0,0.0,0.0001030705280407877,0.0,0.0,2.1083895616915593e-05,16,15,14,10,13.0,16,-737,520.9995505568065,16
policybrief1,6,6.555306540790373e-05,0.0,0.0,0.00011038303818870842,0.0,0.0,2.1851021802634576e-05,15,14,14,10,12.666666666666666,15,-530,491.999725580771,15
policybrief1,7,0.00013412170271411627,0.008287292817679558,0.0,0.0003282563013993465,0.030303030303030293,0.0,0.002807138173464558,11,10,11,10,10.333333333333334,10,407,321.0000938333464,10
policybrief1,8,0.1685239702524371,0.2734806629834255,0.8,0.5353782038632018,1.0,1.0,0.4140015444119542,1,3,1,1,1.6666666666666667,1,-464,10.999995412196252,2
policybrief1,9,0.13978503790036437,0.08287292817679558,0.0,0.44406174755426836,0.3030303030303029,0.0,0.07421932202571997,4,4,4,10,6.0,4,388,132.0000086147238,4
policybrief1,10,0.178336279112409,0.06629834254143646,0.0,0.5665563026987614,0.24242424242424235,0.0,0.08154487388461516,3,2,5,10,5.666666666666667,3,-188,128.999999471189,3
policybrief1,11,9.215688633467513e-05,0.05524861878453039,0.0,0.00019491528947587213,0.202020202020202,0.0,0.01844692522362169,8,13,7,10,10.0,9,-857,317.9996284293834,9
policybrief1,12,0.0021975203628838273,0.1049723756906077,0.0,0.006884597758033512,0.3838383838383836,0.0,0.035723298684497175,7,8,3,10,7.0,6,560,173.00007453276527,6
policybrief1,13,0.009306524193586357,0.027624309392265196,0.0,0.029473086076026594,0.101010101010101,0.0,0.012310277861950518,10,7,10,10,9.0,8,578,249.0000552451876,8
